income,loan_amount,payment_delays,employment_length,age,default
45669.19,25990.4,5.0,2.4,31,0
32790.14,41575.83,9.0,7.0,49,0
33594.23,26067.51,0.0,9.8,51,0
49017.4,34784.43,6.0,0.0,36,1
,28863.4,4.0,5.7,30,0
28614.63,29058.99,4.0,11.5,67,0
53192.91,28917.74,1.0,5.1,69,0
42350.68,31998.46,4.0,5.8,52,0
,28944.11,2.0,0.0,21,1
10000.0,30412.3,8.0,4.2,26,1
82745.21,47136.03,,10.7,50,0
87382.56,36425.57,,6.1,60,0
10000.0,13400.28,6.0,8.3,48,0
39719.37,10880.57,,7.7,33,0
38856.77,26610.71,2.0,5.0,33,0
10000.0,16807.17,3.0,2.1,38,0
26665.5,13873.1,9.0,5.8,65,0
16682.72,8496.47,6.0,3.8,60,0
102568.11,24994.48,,3.4,28,0
78070.35,31232.63,,6.6,23,0
88146.65,37462.18,7.0,0.0,40,1
71650.16,34562.05,1.0,9.2,25,0
16128.45,50312.97,3.0,3.4,66,1
34264.39,29135.08,3.0,4.7,64,0
64681.24,39061.64,2.0,4.0,39,0
13336.17,17724.42,4.0,4.7,61,0
71389.95,15370.72,0.0,3.3,55,0
42790.24,19339.08,,6.5,64,0
,40652.15,4.0,4.6,26,0
71328.8,21006.39,7.0,2.6,51,1
63327.9,28494.47,4.0,5.2,52,0
39171.02,23322.48,7.0,,38,0
84779.89,47403.51,2.0,4.2,68,0
17568.1,23969.38,,2.7,42,0
68478.07,34799.6,,4.4,49,0
67793.04,27101.32,,0.5,49,0
40713.61,9142.72,,2.6,58,1
59783.99,23040.97,0.0,1.8,46,0
12466.59,17284.1,,8.5,50,0
,32270.7,2.0,5.7,26,0
44452.94,17084.44,1.0,5.6,55,0
34318.31,7863.66,,6.9,56,0
81470.28,38967.25,3.0,,23,0
28869.69,17579.03,3.0,0.8,26,0
,16917.16,4.0,6.3,55,0
10000.0,3000.0,8.0,6.2,21,1
68180.3,26242.26,,4.0,29,0
11587.12,24482.39,4.0,2.0,50,0
102643.83,38686.98,,7.3,33,0
10000.0,12894.48,3.0,3.4,35,0
100893.69,29799.86,0.0,7.5,41,0
56330.52,24410.42,8.0,5.3,34,1
47098.61,28036.94,3.0,0.0,64,0
33652.43,25252.12,3.0,6.4,38,0
61974.08,32979.84,5.0,6.8,67,1
48870.96,32988.6,5.0,3.3,66,0
83099.06,32755.85,4.0,,22,0
53426.83,42946.29,0.0,3.0,62,0
54509.05,32518.9,0.0,6.5,62,1
39091.63,15383.49,2.0,8.0,52,0
48291.63,28006.11,3.0,2.8,41,0
59234.05,32198.67,9.0,2.9,24,1
10000.0,24598.4,,2.4,44,1
10000.0,12727.7,2.0,2.7,26,0
72297.92,15459.58,9.0,8.7,20,0
55125.96,40521.7,0.0,7.0,55,0
44480.5,22908.13,5.0,7.1,63,0
50553.02,11110.6,1.0,8.0,32,0
60427.45,24326.27,3.0,6.8,32,0
33807.21,29180.07,0.0,1.2,33,0
26650.86,9629.13,2.0,2.8,57,0
55875.36,15341.13,7.0,7.6,23,0
20648.82,16633.51,,8.4,38,0
62247.58,28509.1,0.0,5.0,19,0
10000.0,11188.88,,4.9,47,0
80874.67,27496.34,8.0,7.5,36,0
64177.92,35951.0,,5.5,50,0
57680.89,26680.24,2.0,4.2,56,0
79480.73,16896.15,,1.5,18,1
99964.23,46862.8,3.0,5.2,42,0
80431.1,29238.45,3.0,5.4,62,1
10000.0,7915.13,9.0,3.7,46,1
11612.69,15443.73,7.0,9.5,58,0
31255.44,8005.99,7.0,7.4,31,0
50782.73,25252.96,0.0,0.7,19,1
65529.77,33590.2,5.0,9.6,25,0
28227.69,14913.97,2.0,3.3,36,0
55603.0,23047.14,6.0,3.9,37,1
27338.51,14547.27,,3.9,63,0
31654.47,28589.27,6.0,3.4,24,1
10000.0,14557.44,7.0,6.9,34,0
22303.0,13629.08,6.0,,23,0
10000.0,18447.03,0.0,6.1,24,0
20723.8,16360.11,,5.2,19,1
81609.25,29924.12,1.0,7.3,61,0
21518.03,11256.43,9.0,10.0,29,0
,47004.53,3.0,9.9,67,0
64799.54,23917.88,4.0,3.2,31,0
55545.08,23156.93,2.0,3.6,51,0
24249.27,21721.33,5.0,3.4,25,0
71009.3,48817.17,2.0,1.0,38,0
32730.87,29892.41,0.0,1.4,47,0
53660.29,19022.88,6.0,2.4,67,0
126802.54,27822.66,3.0,8.4,20,1
47118.2,27657.38,2.0,3.8,49,1
84478.2,26034.3,7.0,8.5,28,1
28904.71,18480.38,4.0,9.1,63,0
48950.35,22958.04,4.0,2.9,37,0
103124.02,34513.89,5.0,8.7,62,0
31190.99,19082.77,6.0,3.1,39,0
104373.46,31092.6,9.0,10.1,35,0
71232.56,15246.51,8.0,2.9,56,0
33126.0,23482.74,7.0,2.6,37,0
68972.23,34984.98,5.0,0.0,51,0
79176.63,21409.77,4.0,9.0,59,0
68654.3,35934.69,0.0,6.6,22,0
10000.0,20073.61,7.0,4.0,38,1
28185.88,21848.68,3.0,2.3,65,0
42574.44,25352.0,2.0,6.3,43,0
47767.0,31950.41,5.0,6.3,42,1
68620.16,34159.92,8.0,6.3,20,0
55331.03,12066.21,,9.2,24,0
10000.0,29952.44,7.0,2.8,67,1
61405.94,32828.26,0.0,0.4,42,0
68317.57,18733.53,8.0,8.6,69,0
66793.71,14358.74,3.0,4.0,30,0
82423.42,19384.85,4.0,0.0,62,0
75017.66,42483.1,5.0,7.0,39,0
63775.4,26638.17,,3.1,41,0
,32449.38,7.0,5.7,67,0
10000.0,37288.01,,1.4,42,1
62888.55,16033.83,1.0,,39,0
56230.63,14305.73,7.0,6.8,55,0
58147.37,26456.84,8.0,7.4,39,0
11697.54,20321.49,1.0,9.1,24,0
17568.3,26178.65,,9.2,18,1
81594.59,22033.58,2.0,7.5,25,0
48813.35,18127.51,5.0,0.0,54,0
70445.02,42899.17,,2.3,51,0
50849.55,29221.51,9.0,3.8,46,1
50892.68,28321.55,2.0,9.1,66,0
,26181.95,8.0,0.9,35,1
34518.66,35066.35,5.0,0.0,59,0
52883.62,36191.29,8.0,6.8,51,1
36131.74,21925.77,8.0,1.1,47,1
36965.11,8393.02,7.0,6.3,69,0
40724.84,32544.05,3.0,8.1,24,0
56664.01,31677.65,,4.7,53,0
35637.54,23037.27,0.0,4.4,67,0
87672.68,44240.77,4.0,7.8,68,0
23161.78,24184.34,9.0,2.2,50,1
,20896.6,2.0,1.3,45,0
36808.07,32371.85,8.0,9.3,29,1
93409.34,35882.92,,3.1,31,0
55896.64,35395.79,5.0,7.9,65,1
80955.34,32602.05,,0.0,38,0
10000.0,22607.51,,3.5,48,1
58011.51,41385.91,9.0,2.5,55,0
76688.92,44307.92,4.0,4.0,37,0
,20151.05,7.0,3.4,45,0
81964.41,40676.92,,3.8,59,0
,15804.31,2.0,8.4,36,0
,41404.77,,4.9,34,1
118966.94,37467.75,7.0,9.0,19,0
39114.84,8822.97,,3.7,50,0
36634.92,25222.55,7.0,5.6,38,0
93601.53,44226.22,6.0,5.9,68,0
97387.16,40508.49,1.0,5.6,42,0
34314.2,13231.07,,5.0,53,0
37394.4,25172.55,,,49,0
41546.46,21980.8,,7.5,69,0
10000.0,25117.47,0.0,6.9,63,0
22440.44,29829.73,7.0,5.8,28,1
19875.78,6026.28,7.0,2.6,36,0
,21373.16,,6.0,28,0
48959.45,15772.61,,4.9,69,0
57026.44,28391.12,,0.5,37,0
96515.01,20436.31,9.0,7.6,48,0
20049.38,18397.61,,6.9,57,0
79529.67,33739.75,9.0,4.5,45,0
43580.33,9716.07,6.0,0.6,67,1
48516.09,22022.69,4.0,3.5,21,0
70244.58,15048.92,5.0,10.9,19,0
16318.34,26564.39,7.0,5.6,64,0
61472.29,13294.46,6.0,6.7,58,0
54993.57,22464.32,3.0,,31,0
64773.54,41094.44,2.0,1.7,45,0
58675.06,16269.2,,2.2,68,0
123659.0,32391.49,1.0,2.4,41,0
30867.8,20422.54,2.0,1.5,40,0
34070.09,22344.74,,5.1,45,0
31305.78,7261.16,2.0,3.1,45,0
33335.69,19048.68,3.0,4.2,46,0
30878.39,28112.04,2.0,3.9,50,0
85670.5,53647.24,2.0,5.3,21,0
92615.13,25904.34,3.0,4.6,53,0
32877.61,18613.33,,3.4,52,0
,24069.46,,2.2,49,0
64142.47,19677.0,5.0,9.1,43,0
33433.31,36504.63,,5.0,60,0
68987.95,28440.12,8.0,1.0,22,1
56087.69,28420.53,3.0,6.9,39,0
10000.0,22364.01,3.0,0.0,43,1
96425.16,20285.03,6.0,5.0,31,1
103876.33,38524.19,9.0,,49,0
31616.34,15015.2,,4.5,50,0
38368.95,13965.46,0.0,6.9,18,1
58575.96,31306.59,0.0,6.4,34,0
60033.7,38298.25,5.0,5.5,21,1
69756.33,28941.82,5.0,3.5,34,1
110306.14,52425.36,9.0,8.5,62,0
44691.58,21584.29,1.0,1.2,60,0
26051.08,6210.22,6.0,5.3,37,0
10000.0,5347.96,0.0,0.7,61,0
28072.1,35870.55,4.0,5.9,68,0
49006.19,42623.21,4.0,5.4,28,0
103836.74,39396.82,4.0,10.6,33,0
34471.66,15726.95,0.0,1.5,25,0
56713.64,23277.09,5.0,2.7,67,1
49507.31,24470.14,7.0,0.0,40,0
85651.8,32273.09,8.0,3.7,65,0
125807.97,45741.27,2.0,,28,0
34073.94,25246.23,6.0,5.5,35,0
35316.82,10144.44,7.0,,20,1
81324.83,19985.0,7.0,8.5,18,0
70456.74,34527.68,1.0,8.7,57,0
105401.22,32082.15,5.0,0.0,45,0
67517.85,27697.54,9.0,6.4,67,1
,23012.39,0.0,8.3,59,0
67719.64,23125.25,5.0,3.9,59,1
83261.11,32971.94,1.0,8.6,35,0
74614.47,36820.7,9.0,4.6,38,0
65218.22,26749.53,,6.4,37,0
82000.24,45117.26,6.0,,36,0
85078.87,47642.69,8.0,3.1,50,1
91464.77,24840.45,8.0,9.2,18,0
69461.3,32979.18,4.0,10.9,18,0
44986.46,21604.19,2.0,9.9,34,0
54401.41,18252.62,5.0,5.7,42,0
86195.27,31868.01,,4.1,60,0
25491.93,6098.39,7.0,8.1,55,1
61060.2,34989.44,3.0,4.2,27,0
38199.84,31315.74,4.0,6.2,47,0
50862.34,27467.93,9.0,4.6,37,0
88353.56,42334.17,2.0,7.3,45,0
55732.97,19160.22,1.0,4.5,33,0
51393.1,11278.62,1.0,3.8,53,0
10000.0,12185.08,4.0,2.3,46,0
72387.61,17304.95,9.0,8.4,22,0
69364.53,28979.1,2.0,3.5,31,0
114897.64,52381.51,,3.6,21,0
40766.65,26107.19,,8.5,33,0
56574.51,23734.29,3.0,9.5,53,0
57481.51,37606.19,4.0,8.8,45,0
97323.6,51385.65,,,63,0
47141.13,28868.08,5.0,3.5,52,1
58370.65,20198.72,6.0,5.8,48,0
68236.9,29879.37,6.0,2.4,66,1
,27684.38,5.0,4.7,56,0
36606.99,20434.56,5.0,3.1,57,1
55822.7,39055.9,3.0,6.0,44,0
82208.95,39892.26,,8.0,18,0
19204.54,7305.8,4.0,1.8,69,0
53989.09,13163.53,5.0,4.9,52,0
28996.38,15459.75,1.0,4.5,69,0
85851.4,22229.81,,1.7,57,0
,12323.62,,6.5,24,0
33232.34,21633.27,5.0,4.1,37,0
61316.36,25478.88,4.0,3.0,50,0
96965.72,36105.65,0.0,6.7,59,0
48027.49,21267.28,1.0,3.9,19,0
33344.01,7709.29,5.0,1.7,50,0
106434.71,26623.09,,7.5,19,0
10000.0,6454.84,0.0,6.7,20,0
,9056.99,3.0,0.7,44,0
63200.43,31699.48,4.0,4.2,45,0
34938.37,18010.54,0.0,3.3,18,1
19363.02,9575.75,1.0,1.2,49,0
71250.69,28350.98,0.0,0.1,41,0
57314.02,29370.21,,4.5,48,0
33077.64,24184.81,7.0,1.9,37,1
11590.87,41379.98,8.0,6.3,66,0
76173.72,24291.76,,4.8,44,0
69506.04,32645.59,0.0,6.7,47,0
47024.72,35079.38,,9.0,22,0
,51726.21,7.0,9.0,25,0
17897.46,16072.39,7.0,0.0,68,0
10000.0,3000.0,,2.5,52,0
29242.76,17770.29,6.0,6.0,48,0
48632.42,28276.32,6.0,7.3,33,0
57300.18,52893.12,7.0,9.7,57,0
42762.92,9668.85,8.0,0.0,65,1
60561.66,26565.35,8.0,7.3,44,0
12453.82,10704.32,5.0,6.7,52,0
93312.94,42814.52,7.0,2.7,40,1
47535.46,18332.96,0.0,11.9,59,0
83518.87,17703.77,9.0,4.3,36,0
60281.76,13056.35,4.0,6.8,23,0
,30328.15,,2.6,67,0
67093.02,29203.04,8.0,5.0,28,1
63431.26,32896.0,1.0,0.0,24,0
69281.68,30203.98,1.0,8.2,52,0
89874.58,36039.9,2.0,6.7,36,0
55895.64,30804.97,6.0,9.4,54,0
71270.11,20924.03,7.0,6.8,25,0
47307.93,24461.39,4.0,4.2,21,0
,38724.86,1.0,7.1,57,0
29708.23,11407.3,,8.7,49,0
104028.21,21805.64,2.0,4.5,34,0
48795.26,28233.97,2.0,5.8,29,1
10000.0,15160.21,7.0,1.4,56,1
53843.13,39156.57,3.0,0.0,55,0
29568.45,27495.66,6.0,2.3,30,1
75219.31,26870.12,2.0,2.6,20,0
30421.28,7575.05,1.0,3.5,58,0
36614.5,35785.8,2.0,5.1,52,0
10000.0,24818.51,1.0,8.5,48,0
36430.81,35164.85,5.0,0.3,31,1
10000.0,26638.54,4.0,4.2,44,0
10000.0,4811.65,5.0,5.4,59,0
72812.44,34175.85,5.0,6.6,33,0
73574.0,39246.28,3.0,1.2,48,0
62763.73,28659.68,3.0,7.9,61,0
20990.72,15961.26,4.0,2.3,27,1
48568.66,20060.95,6.0,6.6,42,0
49891.92,17335.54,,,43,0
15249.06,16983.72,2.0,3.6,35,0
95101.95,21497.66,7.0,5.0,62,1
76320.87,16264.17,0.0,4.5,43,0
43371.07,18172.05,,6.7,50,0
50806.58,19309.85,7.0,4.2,33,0
56251.48,48630.05,4.0,6.2,40,0
10000.0,30642.65,9.0,5.5,69,1
42584.68,21477.31,7.0,1.0,28,1
29540.47,20605.16,5.0,7.5,63,0
,29507.76,7.0,5.1,66,0
,23174.11,6.0,5.8,34,0
103930.6,33902.03,7.0,,61,0
69225.29,26313.45,2.0,3.6,62,0
32864.63,20127.06,1.0,3.6,49,0
67177.48,17265.87,7.0,9.3,64,0
91980.66,44866.47,6.0,0.5,53,1
77739.01,27918.32,6.0,10.6,33,0
51788.91,37943.53,9.0,,36,0
30591.9,31920.28,5.0,9.2,64,0
70946.7,33892.1,3.0,3.7,66,0
61804.56,39697.29,0.0,4.4,67,0
76855.8,28301.31,8.0,8.9,60,0
69055.15,23251.69,8.0,5.6,30,0
81486.58,24820.32,0.0,,59,0
33942.94,22505.12,5.0,4.4,48,0
89521.82,39877.67,,5.9,57,0
55927.99,30020.95,8.0,5.8,19,1
112257.83,56625.05,3.0,8.1,45,0
29324.37,25926.96,4.0,6.7,27,0
,29910.43,8.0,6.1,47,0
55937.32,27800.9,9.0,5.2,46,1
30457.46,30101.74,4.0,1.4,58,1
35483.42,17364.26,9.0,4.3,46,1
40389.58,16749.15,7.0,6.9,49,0
62724.98,39024.96,,3.9,65,1
65685.06,35888.45,7.0,7.1,54,1
32789.0,21933.0,1.0,5.2,68,0
49269.36,19691.53,4.0,6.1,65,0
114268.11,34973.38,5.0,0.4,47,0
101826.3,38337.13,,6.4,51,0
63089.71,34942.59,9.0,5.1,42,1
,35596.76,6.0,2.9,52,0
53600.94,27468.51,7.0,2.8,59,0
68405.54,16618.98,4.0,2.2,41,0
19316.22,33336.09,0.0,4.1,25,0
42278.7,35280.19,9.0,1.9,68,1
10000.0,26756.41,7.0,1.6,33,1
61976.69,41077.87,7.0,2.4,41,0
69415.88,37104.0,9.0,3.9,65,1
35504.41,23261.45,9.0,3.1,27,1
97219.6,23475.97,5.0,1.0,19,0
13227.03,9868.95,1.0,3.4,65,0
10000.0,13137.41,9.0,3.0,26,1
56733.55,34138.81,9.0,2.3,53,1
81412.95,47167.54,0.0,0.0,28,0
100517.83,48948.41,2.0,4.8,23,1
36233.47,17711.46,8.0,2.3,44,1
82360.43,30195.99,,7.3,57,0
48844.75,11252.24,6.0,0.0,57,1
44821.18,40644.45,4.0,8.3,30,1
76509.8,16301.96,8.0,3.0,43,0
69569.69,27172.08,2.0,6.8,64,0
10000.0,30852.32,7.0,9.6,31,1
94296.21,37788.48,3.0,8.1,28,0
91402.74,38943.32,,3.9,63,0
31233.12,23724.34,2.0,1.2,61,0
61874.11,13374.82,2.0,1.6,18,0
64820.91,32426.33,4.0,7.4,30,0
57820.21,32736.61,9.0,10.8,41,0
33490.85,16069.55,4.0,4.5,67,0
29851.3,28437.12,7.0,10.5,42,0
49233.38,20216.48,8.0,5.0,50,0
85181.87,45786.01,5.0,2.0,28,0
66308.0,27841.51,2.0,0.0,23,1
38881.57,28439.39,2.0,7.8,54,0
73150.96,32601.45,4.0,13.6,26,0
10000.0,24230.74,8.0,2.8,36,1
84462.97,32982.26,8.0,0.2,25,1
10000.0,24174.87,2.0,4.0,43,0
39126.77,29911.68,0.0,1.1,42,0
16409.9,6056.73,,5.0,59,0
11159.56,23768.74,,,56,0
84824.8,27430.41,3.0,10.9,33,0
35968.96,20623.42,7.0,7.8,26,0
60395.12,24578.32,,1.8,28,1
48592.38,20666.48,,3.6,65,0
,41800.01,6.0,2.6,66,1
52304.66,11725.5,5.0,6.8,31,0
11510.23,3302.05,5.0,12.7,48,0
79888.0,25384.02,2.0,5.7,51,0
,20140.16,1.0,0.2,69,0
10000.0,8916.0,0.0,2.0,39,1
37156.55,12937.16,4.0,8.3,64,0
95022.79,40937.52,,1.8,49,0
75506.65,31231.82,4.0,1.1,58,0
39540.44,48154.49,9.0,3.9,30,1
39522.27,15016.07,9.0,3.0,48,1
40350.95,26905.95,0.0,5.4,69,0
112302.44,43019.87,6.0,6.4,48,0
61458.06,24406.51,9.0,4.0,29,1
62901.25,16856.42,9.0,0.0,58,1
80908.5,30234.43,3.0,4.2,49,0
57163.67,31968.92,,,64,0
42228.74,16797.48,6.0,4.1,47,0
44109.5,21394.47,2.0,1.8,21,0
47851.96,23300.28,3.0,3.3,44,0
48883.33,16855.1,3.0,1.2,51,0
71828.89,42284.92,9.0,,43,1
51558.38,26918.93,4.0,3.0,31,1
71979.2,27389.91,6.0,0.0,33,1
47578.5,32663.24,9.0,11.5,21,0
52359.06,27001.68,4.0,7.4,22,1
10000.0,29028.04,9.0,4.0,27,1
77489.83,21727.34,5.0,5.4,37,0
60394.65,33094.19,7.0,3.1,20,1
79940.3,30746.87,2.0,,39,0
10000.0,30433.24,,3.5,59,1
112651.24,47193.01,0.0,4.4,58,0
45812.31,27063.68,5.0,4.0,49,0
83245.48,34643.0,,4.2,25,1
18802.82,17933.38,2.0,7.4,20,0
68383.22,40006.45,,7.7,61,0
18397.53,13336.63,2.0,8.7,52,0
31286.93,20656.24,3.0,6.0,57,0
107420.94,42820.32,,1.0,35,1
44279.53,16444.85,3.0,10.7,24,0
56522.99,16164.42,2.0,5.4,21,0
76102.03,39301.56,4.0,6.9,44,0
64870.46,13974.09,9.0,0.8,23,1
54512.57,35209.35,1.0,8.7,28,0
60948.83,23826.73,7.0,3.6,24,1
122102.47,27309.16,2.0,0.2,53,1
48271.44,38309.79,,5.7,35,0
56032.97,12206.59,4.0,8.6,60,0
81519.63,42482.85,8.0,7.7,51,1
83165.78,60512.32,,0.1,48,1
85610.91,49157.29,,6.2,42,0
69161.91,25750.45,9.0,0.5,45,0
15709.85,33508.81,6.0,5.1,58,1
99002.95,46184.43,,0.7,22,0
15609.64,9871.35,9.0,3.5,44,0
59079.06,17066.35,,5.2,19,0
27371.72,22970.78,,5.1,44,0
,30059.76,9.0,6.4,30,0
59862.87,37383.05,5.0,4.6,31,0
59640.72,36889.69,,2.3,50,0
62657.62,29755.23,1.0,1.5,63,0
98411.34,29670.12,5.0,10.9,52,0
63606.03,36832.29,,0.7,26,0
42675.3,34811.4,7.0,6.4,61,1
78922.62,32190.72,0.0,0.0,52,0
85684.11,30244.33,6.0,7.5,46,0
13171.77,12829.8,2.0,1.3,58,0
67922.0,14584.4,4.0,11.2,49,0
71035.18,21960.36,3.0,6.9,35,0
41073.09,37675.09,3.0,5.4,66,0
91271.2,33664.67,4.0,5.9,24,0
45498.33,18164.92,8.0,5.8,26,1
53767.29,25488.51,9.0,2.6,50,1
44807.85,20295.16,2.0,3.4,28,0
50467.37,29492.02,5.0,3.5,45,0
17111.75,14884.39,9.0,,45,1
10000.0,16494.2,1.0,,44,0
97835.15,20567.03,0.0,4.0,36,0
24591.16,10084.49,7.0,4.3,51,0
20258.23,22146.6,0.0,4.2,68,0
10000.0,15507.42,4.0,12.7,43,0
30831.15,26999.1,7.0,0.0,23,0
10307.31,19564.57,4.0,4.7,57,0
99260.45,48890.12,6.0,5.8,57,0
80294.51,17058.9,7.0,2.0,23,1
29355.49,20268.32,3.0,6.5,62,0
117573.07,44920.4,8.0,3.9,47,1
79452.96,31693.86,7.0,,30,0
,20456.4,0.0,8.3,38,0
10000.0,12611.9,,2.5,47,0
118728.28,32310.19,4.0,7.5,31,0
10000.0,12599.35,8.0,3.7,22,1
10000.0,7820.11,6.0,6.8,68,0
80677.11,28472.53,,4.5,69,0
,31302.55,,7.2,44,0
91528.18,44276.03,1.0,8.4,67,0
66917.27,19776.43,7.0,1.2,64,0
67842.63,44298.9,1.0,0.0,43,0
75602.47,39661.3,0.0,2.9,63,0
72767.86,41341.44,5.0,8.2,26,0
58435.74,26374.22,8.0,0.0,66,1
53126.03,14275.16,2.0,10.9,53,1
48122.21,10624.44,5.0,4.6,40,0
27381.06,28862.07,5.0,5.5,42,0
41579.75,22350.34,1.0,1.8,30,0
10000.0,12520.5,8.0,7.3,29,1
47049.81,30974.78,8.0,1.2,62,0
20342.27,45412.61,,5.6,60,1
16892.32,18764.62,,7.0,64,0
55396.82,37152.27,0.0,5.4,27,0
91760.07,31787.99,7.0,5.2,61,0
77549.5,40167.17,3.0,5.5,66,0
10000.0,18008.22,,,39,0
20311.16,28129.47,6.0,,56,0
78223.14,36857.45,8.0,3.9,68,1
20525.38,12684.45,3.0,,35,0
43261.01,9807.15,2.0,6.1,30,0
66501.56,14300.31,8.0,8.1,37,0
20949.67,23336.24,7.0,7.9,48,0
53161.27,39138.5,0.0,0.0,25,0
10000.0,22887.05,0.0,4.9,48,0
31958.97,35205.7,4.0,4.7,63,0
59593.46,43628.81,2.0,0.0,19,0
10000.0,22105.29,1.0,1.2,54,1
63214.24,13642.85,8.0,3.4,68,1
49410.87,13212.27,,8.6,57,0
,21537.66,5.0,2.9,26,0
56717.42,12490.28,6.0,11.0,69,0
90924.21,19184.84,2.0,6.3,68,0
53756.74,25376.08,9.0,9.3,19,0
37117.83,10768.13,1.0,6.4,22,0
53668.93,17784.44,6.0,8.2,45,0
66298.94,31009.72,6.0,2.6,46,1
51465.8,16590.78,7.0,1.3,20,1
51217.75,25900.57,9.0,7.6,38,1
28940.25,18035.36,,3.0,25,1
30112.97,31766.05,7.0,4.0,49,0
10000.0,10535.08,9.0,4.7,60,1
102487.3,21946.72,6.0,6.8,21,0
12684.1,14373.38,5.0,5.6,18,1
29212.84,42345.96,2.0,7.4,56,0
28447.78,36051.66,3.0,3.1,20,1
76847.73,46837.7,7.0,7.1,29,1
41151.51,27427.41,8.0,0.4,65,1
87432.26,34385.04,2.0,4.6,27,0
29795.28,10900.63,6.0,,58,0
58369.82,31263.27,1.0,10.8,66,0
,6411.86,9.0,1.0,43,1
114354.47,35953.95,,3.1,68,1
14372.05,21934.96,0.0,3.7,27,0
59294.62,20823.62,8.0,0.8,40,1
,33129.14,5.0,0.2,48,0
62413.97,22172.52,3.0,5.5,69,0
44441.37,9888.27,1.0,0.0,39,0
46105.38,31890.5,,8.8,28,0
51314.34,31585.53,4.0,2.8,59,0
45589.94,18121.11,2.0,2.2,45,0
78916.37,29906.9,7.0,6.8,66,0
116315.69,63156.4,,4.0,41,0
33275.25,28781.31,5.0,5.2,42,1
10000.0,10825.5,0.0,3.3,29,0
47351.54,27984.45,4.0,5.6,23,0
127391.28,46308.77,9.0,5.5,45,1
25889.76,16978.69,4.0,5.4,46,0
,33163.8,7.0,3.6,58,0
100331.02,21066.2,7.0,4.6,44,0
33392.35,20098.22,0.0,9.2,52,0
67069.49,15564.57,,0.5,39,0
98851.9,22841.58,,8.3,33,0
38626.17,18399.03,4.0,0.3,23,1
43892.59,28490.9,,4.9,22,0
32549.57,7509.91,2.0,5.7,38,0
19557.3,15530.33,5.0,10.1,50,0
30521.67,7104.33,2.0,7.3,53,0
13281.79,38917.17,8.0,3.2,55,1
51022.5,11204.5,4.0,5.4,66,0
26900.8,19446.96,1.0,7.1,39,0
57013.58,14087.89,8.0,2.3,59,0
10000.0,20713.36,,6.6,62,0
59926.41,12985.28,1.0,3.7,24,0
75005.87,44163.94,,6.3,30,0
10000.0,41394.28,0.0,7.1,68,1
61221.7,38683.82,,2.9,26,0
86830.07,33566.3,7.0,5.4,42,1
13710.77,13734.3,5.0,7.6,46,0
100177.17,24830.68,,0.3,44,0
62570.57,14769.42,3.0,3.9,45,0
28849.64,14436.33,9.0,4.0,24,1
48326.93,30106.25,3.0,5.3,36,0
66749.81,23031.31,,4.5,41,0
52280.16,23464.63,2.0,3.3,19,0
66162.68,30848.94,5.0,,26,0
22379.79,29081.68,5.0,0.0,32,1
55080.82,44764.5,2.0,9.9,42,0
10000.0,3000.0,,4.6,35,0
46663.22,44050.47,2.0,2.9,20,0
22882.77,33300.38,2.0,,68,0
27934.1,28418.36,3.0,1.5,48,0
87082.8,29137.63,2.0,4.0,54,0
82739.3,27212.74,7.0,4.7,69,0
68274.14,39204.64,2.0,8.9,27,0
17230.62,14856.95,8.0,5.7,60,0
40507.75,9101.55,6.0,4.6,63,0
,30798.27,1.0,1.5,33,0
54251.51,19741.37,1.0,6.7,42,0
119579.89,49526.09,6.0,5.4,31,0
61799.54,13598.82,0.0,10.3,58,0
55761.47,50589.54,0.0,3.2,45,0
,22478.85,0.0,0.5,54,0
54006.23,11801.25,4.0,7.2,26,0
45425.9,24438.44,,4.6,53,0
71243.26,33599.01,0.0,3.9,35,0
78701.07,43191.63,4.0,4.8,21,1
26420.32,20972.24,9.0,5.4,38,0
10063.01,18600.41,6.0,0.0,21,1
10000.0,17784.75,,5.2,67,0
65239.74,15988.95,8.0,7.6,30,1
16899.0,18678.22,0.0,6.0,53,0
10000.0,16714.09,,1.3,52,1
61657.36,20332.67,4.0,0.5,33,0
124789.99,25958.0,5.0,,51,0
49817.87,21114.48,4.0,6.1,57,0
75154.72,36098.7,2.0,4.3,53,0
52454.88,40210.09,5.0,,54,0
47033.31,22333.4,,10.1,18,0
77572.29,29064.89,,8.4,38,0
41291.76,20431.03,5.0,,39,0
58021.77,29676.18,3.0,6.9,57,0
59650.93,22048.95,3.0,4.3,37,0
29957.29,26604.37,6.0,6.3,29,0
79761.27,16952.25,,9.0,32,0
44751.21,29437.52,9.0,1.4,25,1
27327.65,16033.26,7.0,1.3,27,0
66095.3,26993.88,1.0,10.0,35,0
23045.96,5609.19,3.0,8.5,63,0
50845.43,24861.06,1.0,0.0,38,0
49726.43,30191.62,3.0,6.2,29,0
82576.87,42814.05,7.0,5.2,19,0
64240.95,27959.93,9.0,,66,1
49249.19,28089.91,5.0,6.5,51,0
74532.99,36100.16,,9.0,34,0
91706.23,25771.15,9.0,2.0,23,1
66734.31,41239.63,,7.5,65,0
,11490.48,9.0,2.8,63,1
10644.91,25247.56,5.0,4.0,36,0
18046.59,7288.87,9.0,6.5,42,0
40843.26,9306.38,9.0,10.2,44,0
31714.63,12952.73,2.0,5.3,65,0
,29827.45,2.0,1.7,25,1
51699.5,14918.19,4.0,5.0,24,0
